site,genome,call,category,gene_function,Gene.abbreviation,Gene.name,hits,gene_counts,rel_hits
D3,simplified,metabolic,Nitrogen cycling,Nitrite reduction,octR,nitrite reductase (Octaheme c-type cytochrome Shewanella-type),4,338355,0.0011821903030840388
D3,simplified,metabolic,Nitrogen cycling,Nitrite reduction to ammonia,nirB,nitrite reductase (NADH) large subunit,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Nitrogen cycling,Nitrite reduction to ammonia,nirD,nitrite reductase (NADH) small subunit,4,338355,0.0011821903030840388
D3,simplified,metabolic,Nitrogen cycling,Nitrite reduction to ammonia,nrfA,nitrite reductase (cytochrome c-552),12,338355,0.003546570909252117
D3,simplified,metabolic,Nitrogen cycling,Nitrite reduction to ammonia,nrfH,cytochrome c nitrite reductase small subunit,5,338355,0.0014777378788550486
D3,simplified,metabolic,Nitrogen cycling,Nitrous oxide reduction,nosZ,nitrous-oxide reductase,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Oxidative phosphorylation,Complex I (NADH-quinone oxidoreductase),nuoA,NADH-quinone oxidoreductase subunit A,35,338355,0.010344165151985342
D3,simplified,metabolic,Oxidative phosphorylation,Complex I (NADH-quinone oxidoreductase),nuoB,NADH-quinone oxidoreductase subunit B,21,338355,0.006206499091191205
D3,simplified,metabolic,Oxidative phosphorylation,Complex I (NADH-quinone oxidoreductase),nuoC,NADH-quinone oxidoreductase subunit C,16,338355,0.004728761212336155
D3,simplified,metabolic,Oxidative phosphorylation,Complex II (Succinate dehydrogenase/Fumarate reductase),sdhC,"succinate dehydrogenase / fumarate reductase, cytochrome b subunit",13,338355,0.003842118485023126
D3,simplified,metabolic,Oxidative phosphorylation,Complex II (Succinate dehydrogenase/Fumarate reductase),sdhD,"succinate dehydrogenase / fumarate reductase, membrane anchor subunit",3,338355,8.866427273130292e-4
D3,simplified,metabolic,Oxidative phosphorylation,Complex III (Cytochrome c reductase),petA,ubiquinol-cytochrome c reductase iron-sulfur subunit,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Oxidative phosphorylation,Complex III (Cytochrome c reductase),petB,ubiquinol-cytochrome c reductase cytochrome b/c1 subunit,5,338355,0.0014777378788550486
D3,simplified,metabolic,Oxidative phosphorylation,Complex V (ATP synthase: V/A-type H+/Na+-transporting ATPase),atpA (V/A-type),V/A-type H+/Na+-transporting ATPase subunit A,6,338355,0.0017732854546260585
D3,simplified,metabolic,Oxidative phosphorylation,Complex V (ATP synthase: V/A-type H+/Na+-transporting ATPase),atpB (V/A-type),V/A-type H+/Na+-transporting ATPase subunit B,5,338355,0.0014777378788550486
D3,simplified,metabolic,Oxidative phosphorylation,Complex V (F-type H+-transporting ATPase),atpA (F-type),F-type H+/Na+-transporting ATPase subunit alpha,44,338355,0.01300409333392443
D3,simplified,metabolic,Oxidative phosphorylation,Complex V (F-type H+-transporting ATPase),atpD (F-type),F-type H+/Na+-transporting ATPase subunit beta,40,338355,0.01182190303084039
D3,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome (quinone) oxidase, bd type",cydA,cytochrome bd ubiquinol oxidase subunit I,11,338355,0.0032510233334811073
D3,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome (quinone) oxidase, bd type",cydB,cytochrome bd ubiquinol oxidase subunit II,7,338355,0.002068833030397068
D3,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, caa3-type",coxA,cytochrome c oxidase subunit I,7,338355,0.002068833030397068
D3,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, caa3-type",coxB,cytochrome c oxidase subunit II,9,338355,0.0026599281819390877
D3,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, cbb3-type",ccoN,cytochrome c oxidase cbb3-type subunit I,10,338355,0.0029554757577100973
D3,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, cbb3-type",ccoO,cytochrome c oxidase cbb3-type subunit II,12,338355,0.003546570909252117
D3,simplified,metabolic,Oxygen metabolism (Oxidative phosphorylation Complex IV),"Oxygen metabolism - cytochrome c oxidase, cbb3-type",ccoP,cytochrome c oxidase cbb3-type subunit III,11,338355,0.0032510233334811073
D3,simplified,metabolic,Perchlorate reduction,Perchlorate reduction,pcrA,"perchlorate reductase, subunit alpha",1,338355,2.955475757710097e-4
D3,simplified,metabolic,Selenate reduction,Selenate reduction,xdhD,putative selenate reductase molybdopterin-binding subunit,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Selenate reduction,Selenate reduction,YgfK,putative selenate reductase,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Sulfur cycling,Sulfate reduction,aprA,"adenylylsulfate reductase, subunit A",10,338355,0.0029554757577100973
D3,simplified,metabolic,Sulfur cycling,Sulfate reduction,sat,sulfate adenylyltransferase,10,338355,0.0029554757577100973
D3,simplified,metabolic,Sulfur cycling,Sulfide oxidation,sqr,sulfide:quinone oxidoreductase,5,338355,0.0014777378788550486
D3,simplified,metabolic,Sulfur cycling,Sulfite reduction,dsrD,dissimilatory sulfite reductase delta subunit,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling,Sulfur oxidation,dsrA,dissimilatory sulfite reductase alpha subunit,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling,Sulfur oxidation,dsrB,dissimilatory sulfite reductase beta subunit,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling,Sulfur oxidation,sdo,sulfur dioxygenase,10,338355,0.0029554757577100973
D3,simplified,metabolic,Sulfur cycling,Thiosulfate disproportionation,phsA,thiosulfate reductase / polysulfide reductase chain A,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Sulfur cycling,Thiosulfate oxidation,soxY,sulfur-oxidizing protein SoxY,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| APS (Adenosine 5'-phosphosulfate) <-> PAPS (3'-Phosphoadenosine 5'-phosphosulfate),cysC,adenylylsulfate kinase,1,338355,2.955475757710097e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| PAPS (3'-Phosphoadenosine 5'-phosphosulfate) <-> Sulfite,cysH,phosphoadenosine phosphosulfate reductase,13,338355,0.003842118485023126
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfate <-> APS (Adenosine 5'-phosphosulfate),cysD,sulfate adenylyltransferase subunit 2,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfate <-> APS (Adenosine 5'-phosphosulfate),cysN,sulfate adenylyltransferase subunit 1,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfide -> Cysteine,cysK,cysteine synthase,24,338355,0.007093141818504234
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfide -> Cysteine,cysM,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent),1,338355,2.955475757710097e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,aprA,"adenylylsulfate reductase, subunit A",10,338355,0.0029554757577100973
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,aprB,"adenylylsulfate reductase, subunit B",9,338355,0.0026599281819390877
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,sat,sulfate adenylyltransferase,10,338355,0.0029554757577100973
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfide oxidation,sqr,sulfide:quinone oxidoreductase,5,338355,0.0014777378788550486
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation,sdo,sulfur dioxygenase,10,338355,0.0029554757577100973
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrA,dissimilatory sulfite reductase alpha subunit,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrB,dissimilatory sulfite reductase beta subunit,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrC,"dissimilatory sulfite reductase, subunit C",10,338355,0.0029554757577100973
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrD,dissimilatory sulfite reductase delta subunit,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrE,"dissimilatory sulfite reductase, subunit E",1,338355,2.955475757710097e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrH,"dissimilatory sulfite reductase, subunit H",2,338355,5.910951515420194e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrJ,"dissimilatory sulfite reductase, subunit J",9,338355,0.0026599281819390877
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrK,"dissimilatory sulfite reductase, subunit K",11,338355,0.0032510233334811073
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrM,"dissimilatory sulfite reductase, subunit M",11,338355,0.0032510233334811073
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrO,"dissimilatory sulfite reductase, subunit O",11,338355,0.0032510233334811073
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrP,"dissimilatory sulfite reductase, subunit P",8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrT,"dissimilatory sulfite reductase, subunit T",9,338355,0.0026599281819390877
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate disproportionation,phsA,thiosulfate reductase / polysulfide reductase chain A,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxA,L-cysteine S-thiosulfotransferase,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxX,L-cysteine S-thiosulfotransferase,7,338355,0.002068833030397068
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxY,sulfur-oxidizing protein SoxY,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxZ,sulfur-oxidizing protein SoxZ,2,338355,5.910951515420194e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMS (Dimethyl sulfide) <-> Methanethiol,dmoB,dimethyl-sulfide monooxygenase subunit B,34,338355,0.01004861757621433
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMS (Dimethyl sulfide) <-> Methanethiol,mddA,methanethiol S-methyltransferase,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) <-> DMS (Dimethyl sulfide),ddhA,dimethylsulfide dehydrogenase subunit alpha,19,338355,0.0056154039396491854
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cystathionine -> Homocysteine,malY,cysteine-S-conjugate beta-lyase,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cystathionine -> Homocysteine,metC,cysteine-S-conjugate beta-lyase,7,338355,0.002068833030397068
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cysteine <-> 3-mercaptopyruvate,aspB,aspartate aminotransferase,15,338355,0.004433213636565146
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cysteine <-> Cystathionine,metB,cystathionine gamma-synthase,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Homocysteine -> Methionine,metH,5-methyltetrahydrofolate--homocysteine methyltransferase,11,338355,0.0032510233334811073
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Homocysteine <-> Methionine,metE,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | MHO (L-methionine (R)-S-oxide) -> Methionine),msrC,L-methionine (R)-S-oxide reductase,8,338355,0.0023643806061680777
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | OAHS (O-acetylhomoserine) + Sulfide -> Homocysteine,metY,O-acetylhomoserine (thiol)-lyase,11,338355,0.0032510233334811073
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SAH (S-adenosyl-L-homocysteine) -> Homocysteine,ahcY,adenosylhomocysteinase,34,338355,0.01004861757621433
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SAH (S-adenosyl-L-homocysteine) -> SRH (S-ribosylhomocysteine),mtnN,adenosylhomocysteine nucleosidase,6,338355,0.0017732854546260585
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,cysK,cysteine synthase,24,338355,0.007093141818504234
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,cysM,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent),1,338355,2.955475757710097e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,malY,cysteine-S-conjugate beta-lyase,3,338355,8.866427273130292e-4
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,metC,cysteine-S-conjugate beta-lyase,7,338355,0.002068833030397068
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Methionine -> Methanethiol,megL,methionine gamma-lyase,21,338355,0.006206499091191205
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Methionine -> SAMe (S-adenosyl-L-methionine),metK,S-adenosylmethionine synthetase,42,338355,0.01241299818238241
D3,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | SAMe (S-adenosyl-L-methionine) -> SAH (S-adenosyl-L-homocysteine),dcm,DNA (cytosine-5)-methyltransferase 1,30,338355,0.008866427273130292
D3,simplified,metabolic,Urea utilization,Urease,ureA,urease subunit gamma,1,338355,2.955475757710097e-4
D4,simplified,fegenie,iron_aquisition-heme_transport,ChaN-family-substrate-binding-protein,NA,NA,1,178788,5.593216546971833e-4
D4,simplified,fegenie,iron_aquisition-heme_transport,HmuV-family-ATP-binding-protein,NA,NA,4,178788,0.002237286618788733
D4,simplified,fegenie,iron_aquisition-heme_transport,HmuY-substrate-binding-protein,NA,NA,1,178788,5.593216546971833e-4
D4,simplified,fegenie,iron_aquisition-heme_transport,TonB-family,NA,NA,7,178788,0.003915251582880283
D4,simplified,fegenie,iron_aquisition-iron_transport,EfeU-family-iron-perease,NA,NA,3,178788,0.0016779649640915498
D4,simplified,fegenie,iron_aquisition-iron_transport,FbpA-family-iron-binding-protein,NA,NA,3,178788,0.0016779649640915498
D4,simplified,fegenie,iron_aquisition-iron_transport,FbpB-family-iron-permease,NA,NA,4,178788,0.002237286618788733
D4,simplified,fegenie,iron_aquisition-iron_transport,FbpB-FutB-family-iron-permease,NA,NA,8,178788,0.004474573237577466
D4,simplified,fegenie,iron_aquisition-iron_transport,FbpC-family-ATPase,NA,NA,7,178788,0.003915251582880283
D4,simplified,fegenie,iron_aquisition-iron_transport,FeoA-family-iron-transporter,NA,NA,35,178788,0.019576257914401415
D4,simplified,fegenie,iron_aquisition-iron_transport,FeoB-family-iron-transporter,NA,NA,39,178788,0.02181354453319015
D4,simplified,fegenie,iron_aquisition-iron_transport,FeoE-family-iron-efflux,NA,NA,2,178788,0.0011186433093943666
D4,simplified,fegenie,iron_aquisition-iron_transport,FutA1-family-iron-binding-proteins,NA,NA,2,178788,0.0011186433093943666
D4,simplified,fegenie,iron_aquisition-iron_transport,FutA2-family-iron-binding-proteins,NA,NA,3,178788,0.0016779649640915498
D4,simplified,fegenie,iron_aquisition-iron_transport,FutC-family-ATPase,NA,NA,4,178788,0.002237286618788733
D4,simplified,fegenie,iron_aquisition-iron_transport,YfeA-family-iron-binding-proteins,NA,NA,6,178788,0.0033559299281830995
D4,simplified,fegenie,iron_aquisition-iron_transport,YfeB-family-membrane-proteins,NA,NA,7,178788,0.003915251582880283
D4,simplified,fegenie,iron_aquisition-iron_transport,Zip-family-zink-and-iron-uptake,NA,NA,3,178788,0.0016779649640915498
